Term_PK	Term_Name	Identifier	Is_Leaf	Definition	Comment	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
"MS:1001807MS1"	"study variable attribute"	"MS:1001807"	"0"	"Attribute describing a study variable."	\N	"IsA"	"quantification object attribute"	"MS:1001806"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001808MS1"	"technical replicate"	"MS:1001808"	"1"	"The study variable is 'technical replicate'. The string value denotes the category of technical replicate, e.g. 'run generated from same sample'."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001809MS1"	"biological replicate"	"MS:1001809"	"1"	"The study variable is 'biological replicate'. This means, the run was generated from another individual or sample."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001810MS1"	"experimental condition 'case'"	"MS:1001810"	"1"	"The experimental condition is 'case' in contrast to 'control'."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001811MS1"	"experimental condition 'control'"	"MS:1001811"	"1"	"The experimental condition is 'control' in contrast to 'case'."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001812MS1"	"experimental condition 'disease'"	"MS:1001812"	"1"	"The experimental condition is 'disease' in contrast to 'healthy'."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001813MS1"	"experimental condition 'healthy'"	"MS:1001813"	"1"	"The experimental condition is 'healthy' in contrast to 'disease'."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001814MS1"	"generic experimental condition"	"MS:1001814"	"1"	"The experimental condition is given in the value of this term."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001815MS1"	"time series, time point X"	"MS:1001815"	"1"	"The experimental design followed a time series design. The time point of this run is given in the value of this term."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001816MS1"	"dilution series, concentration X"	"MS:1001816"	"1"	"The experimental design followed a dilution series design. The concentration of this run is given in the value of this term."	\N	"IsA"	"study variable attribute"	"MS:1001807"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001817MS1"	"raw file attribute"	"MS:1001817"	"0"	"Attribute describing a raw file."	\N	"IsA"	"quantification object attribute"	"MS:1001806"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001818MS1"	"one sample run"	"MS:1001818"	"1"	"The raw file contains the run of one sample (e.g. spectral counting, LC-MS label-free)."	\N	"IsA"	"raw file attribute"	"MS:1001817"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001819MS1"	"two sample run"	"MS:1001819"	"1"	"The raw file contains the run of two samples (e.g. SILAC, metabolic labelling)."	\N	"IsA"	"raw file attribute"	"MS:1001817"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001820MS1"	"three sample run"	"MS:1001820"	"1"	"The raw file contains the run of three samples (e.g. 3-plex SILAC)."	\N	"IsA"	"raw file attribute"	"MS:1001817"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001821MS1"	"four sample run"	"MS:1001821"	"1"	"The raw file contains the run of four samples (e.g. 4-plex iTraq)."	\N	"IsA"	"raw file attribute"	"MS:1001817"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001822MS1"	"eight sample run"	"MS:1001822"	"1"	"The raw file contains the run of eight samples (e.g. 8-plex iTraq)."	\N	"IsA"	"raw file attribute"	"MS:1001817"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001823MS1"	"raw files group attribute"	"MS:1001823"	"0"	"Attribute describing, how raw files build a raw file group."	\N	"IsA"	"quantification object attribute"	"MS:1001806"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001824MS1"	"merge of runs of 1D gel bands"	"MS:1001824"	"1"	"Attribute describing, how raw files build a raw file group."	\N	"IsA"	"raw files group attribute"	"MS:1001823"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001825MS1"	"feature list attribute"	"MS:1001825"	"0"	"Attribute describing a feature list."	\N	"IsA"	"quantification object attribute"	"MS:1001806"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001826MS1"	"mass trace reporting: rectangles"	"MS:1001826"	"1"	"The mass trace of the features of this feature list specifies rectangles. Each mass trace has the syntax (RT_start,MZ_start,RT_end,MZ_end), i.e. opposite corners are given."	\N	"IsA"	"feature list attribute"	"MS:1001825"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001827MS1"	"mass trace reporting: polygons"	"MS:1001827"	"1"	"The mass trace of the features of this feature list specifies polygons. Each mass trace has the syntax (RT_1, MZ_1, RT_2, MZ_2, ... , RT_i, MZ_i, ... , RT_n, MZ_n), where the line (RT_n, MZ_n)->(RT_1, MZ_1) is implicit."	\N	"IsA"	"feature list attribute"	"MS:1001825"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001828MS1"	"feature attribute"	"MS:1001828"	"0"	"Attribute describing a feature."	\N	"IsA"	"quantification object attribute"	"MS:1001806"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001829MS1"	"SRM transition ID"	"MS:1001829"	"1"	"Identifier for an SRM transition in an external document describing additional information about the transition."	\N	"IsA"	"feature attribute"	"MS:1001828"	"IsA"	"quantification object attribute"	"MS:1001806"
"MS:1001830MS1"	"Progenesis LC-MS"	"MS:1001830"	"1"	"Software from Nonlinear Dynamics for LC-MS label-free workflow."	\N	"IsA"	"quantitation software name"	"MS:1001139"	"IsA"	"software"	"MS:1000531"
"MS:1001830MS1"	"Progenesis LC-MS"	"MS:1001830"	"1"	"Software from Nonlinear Dynamics for LC-MS label-free workflow."	\N	"IsA"	"quantitation software name"	"MS:1001139"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001831MS1"	"SILACAnalyzer"	"MS:1001831"	"1"	"Software for SILAC workflow."	\N	"IsA"	"quantitation software name"	"MS:1001139"	"IsA"	"software"	"MS:1000531"
"MS:1001831MS1"	"SILACAnalyzer"	"MS:1001831"	"1"	"Software for SILAC workflow."	\N	"IsA"	"quantitation software name"	"MS:1001139"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001831MS1"	"SILACAnalyzer"	"MS:1001831"	"1"	"Software for SILAC workflow."	\N	"IsA"	"TOPP software"	"MS:1000752"	"IsA"	"analysis software"	"MS:1001456"
"MS:1001831MS1"	"SILACAnalyzer"	"MS:1001831"	"1"	"Software for SILAC workflow."	\N	"IsA"	"TOPP software"	"MS:1000752"	"IsA"	"data processing software"	"MS:1001457"
"MS:1001832MS1"	"quantitation software comment or customizations"	"MS:1001832"	"0"	"Quantitation software comment or any customizations to the default setup of the software."	\N	"IsA"	"quantification information"	"MS:1001129"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001833MS1"	"quantitation analysis summary"	"MS:1001833"	"0"	"The overall workflow of this quantitation report."	\N	"IsA"	"quantification information"	"MS:1001129"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001834MS1"	"LC-MS label-free quantitation analysis"	"MS:1001834"	"0"	"LC-MS label-free workflow (RT m/z map)."	\N	"IsA"	"quantitation analysis summary"	"MS:1001833"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001835MS1"	"SILAC quantitation analysis"	"MS:1001835"	"1"	"SILAC workflow (heavy, light, and sometimes medium peak)."	\N	"IsA"	"quantitation analysis summary"	"MS:1001833"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001836MS1"	"spectral counting quantitation analysis"	"MS:1001836"	"0"	"Spectral counting workflow (number of identified MS2 spectra as approximation of peptide / protein quant)."	\N	"IsA"	"quantitation analysis summary"	"MS:1001833"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001837MS1"	"iTRAQ quantitation analysis"	"MS:1001837"	"1"	"Quantification analysis using the SCIEX amine-reactive isobaric tags for relative and absolute quantification (iTRAQ) labelling workflow, wherein 2-8 reporter ions are measured in MS2 spectra near in the 114-121 m/z range."	\N	"IsA"	"isobaric label quantitation analysis"	"MS:1002009"	"IsA"	"quantitation analysis summary"	"MS:1001833"
"MS:1001838MS1"	"SRM quantitation analysis"	"MS:1001838"	"0"	"Selected Reaction Monitoring workflow (XIC quantitation of precursor / fragment mass pair)."	\N	"IsA"	"quantitation analysis summary"	"MS:1001833"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001839MS1"	"metabolic labeling 14N / 15N quantitation analysis"	"MS:1001839"	"1"	"Metabolic labeling workflow (heavy and light versions of peptides, depending on number of nitrogens)."	\N	"IsA"	"quantitation analysis summary"	"MS:1001833"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001840MS1"	"LC-MS feature intensity"	"MS:1001840"	"1"	"Maximum peak intensity of the LC-MS feature."	\N	"IsA"	"feature-level quantification datatype"	"MS:1002735"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001841MS1"	"LC-MS feature volume"	"MS:1001841"	"1"	"Real (intensity times area) volume of the LC-MS feature."	\N	"IsA"	"feature-level quantification datatype"	"MS:1002735"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001842MS1"	"sequence-level spectral count"	"MS:1001842"	"1"	"The number of MS2 spectra identified for a raw peptide sequence without PTMs and charge state in spectral counting."	\N	"IsA"	"peptide-level quantification datatype"	"MS:1002737"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001843MS1"	"MS1 feature maximum intensity"	"MS:1001843"	"1"	"Maximum intensity of MS1 feature."	\N	"IsA"	"feature-level quantification datatype"	"MS:1002735"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001844MS1"	"MS1 feature area"	"MS:1001844"	"1"	"Area of MS1 feature."	\N	"IsA"	"feature-level quantification datatype"	"MS:1002735"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001845MS1"	"peak area"	"MS:1001845"	"1"	"OBSOLETE Area of MS1 peak (e.g. SILAC, 15N)."	"This term was made obsolete because it was a duplication of MS:1001844."	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001846MS1"	"isotopic pattern area"	"MS:1001846"	"1"	"Area of all peaks belonging to the isotopic pattern of light or heavy peak (e.g. 15N)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001847MS1"	"reporter ion intensity"	"MS:1001847"	"1"	"Intensity of MS2 reporter ion (e.g. iTraq)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001848MS1"	"simple ratio of two values"	"MS:1001848"	"0"	"Simple ratio of two values (enumerator and denominator)."	\N	"IsA"	"ratio calculation method"	"MS:1002066"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001849MS1"	"sum of MatchedFeature values"	"MS:1001849"	"1"	"OBSOLETE Peptide quantification value calculated as sum of MatchedFeature quantification values."	"This term was made obsolete because the concept MatchedFeature was dropped."	"IsA"	"feature-level quantification datatype"	"MS:1002735"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001850MS1"	"normalized peptide value"	"MS:1001850"	"1"	"Normalized peptide value."	\N	"IsA"	"peptide-level quantification datatype"	"MS:1002737"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001851MS1"	"protein value: sum of peptide values"	"MS:1001851"	"1"	"Protein quantification value calculated as sum of peptide values."	\N	"IsA"	"protein-level quantification datatype"	"MS:1002738"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001852MS1"	"normalized protein value"	"MS:1001852"	"1"	"Normalized protein value."	\N	"IsA"	"protein-level quantification datatype"	"MS:1002738"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001853MS1"	"max fold change"	"MS:1001853"	"1"	"Global datatype: Maximum of all pair-wise fold changes of group means (e.g. Progenesis)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001854MS1"	"ANOVA p-value"	"MS:1001854"	"1"	"Global datatype: p-value of ANOVA of group means (e.g. Progenesis)."	\N	"IsA"	"p-value"	"MS:1002072"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001855MS1"	"t-test p-value"	"MS:1001855"	"1"	"P-value of t-Test of two groups."	\N	"IsA"	"p-value"	"MS:1002072"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001856MS1"	"reporter ion raw value"	"MS:1001856"	"1"	"Intensity (or area) of MS2 reporter ion (e.g. iTraq)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001857MS1"	"reporter ion normalized value"	"MS:1001857"	"1"	"Normalized value of MS2 reporter ion (e.g. iTraq)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001858MS1"	"XIC area"	"MS:1001858"	"1"	"Area of the extracted ion chromatogram (e.g. of a transition in SRM)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001859MS1"	"normalized XIC area"	"MS:1001859"	"1"	"Normalized area of the extracted ion chromatogram (e.g. of a transition in SRM)."	\N	"IsA"	"quantification datatype"	"MS:1001805"	"IsA"	"quantification information"	"MS:1001129"
"MS:1001860MS1"	"protein value: mean of peptide ratios"	"MS:1001860"	"1"	"Protein quantification value calculated as mean of peptide ratios."	\N	"IsA"	"protein-level quantification datatype"	"MS:1002738"	"IsA"	"quantification datatype"	"MS:1001805"
"MS:1001861MS1"	"quantification data processing"	"MS:1001861"	"0"	"Terms used to describe types of quantification data processing."	\N	"PartOf"	"spectrum interpretation"	"MS:1001000"	"PartOf"	"Proteomics Standards Initiative Mass Spectrometry Vocabularies"	"MS:0000000"
"MS:1001862MS1"	"normalization to mean of sum of all proteins"	"MS:1001862"	"1"	"Normalization of protein values to the mean of the sum of all protein PSM counts (e.g. spectral counting)."	\N	"IsA"	"quantification data processing"	"MS:1001861"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001863MS1"	"quantile normalization, proteins"	"MS:1001863"	"1"	"Normalization of protein values to approach the same distribution."	\N	"IsA"	"quantification data processing"	"MS:1001861"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001864MS1"	"quantile normalization, peptides"	"MS:1001864"	"1"	"Normalization of peptide values to approach the same distribution."	\N	"IsA"	"quantification data processing"	"MS:1001861"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001865MS1"	"Progenesis automatic alignment"	"MS:1001865"	"1"	"Automatic RT alignment of Progenesis software."	\N	"IsA"	"quantification data processing"	"MS:1001861"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001866MS1"	"Progenesis manual alignment"	"MS:1001866"	"1"	"RT alignment of Progenesis software using automatic and manual vectors."	\N	"IsA"	"quantification data processing"	"MS:1001861"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001867MS1"	"Progenesis normalization"	"MS:1001867"	"1"	"Normalization as performed by Progenesis LC-MS."	\N	"IsA"	"quantification data processing"	"MS:1001861"	"PartOf"	"spectrum interpretation"	"MS:1001000"
"MS:1001868MS1"	"distinct peptide-level q-value"	"MS:1001868"	"1"	"Estimation of the q-value for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs, possibly with different mass modifications, mapping to the same sequence have been collapsed to one entry)."	\N	"IsA"	"peptide-level statistical threshold"	"MS:1002484"	"IsA"	"spectrum identification statistical threshold"	"MS:1002573"
"MS:1001869MS1"	"protein-level q-value"	"MS:1001869"	"0"	"Estimation of the q-value for proteins."	\N	"IsA"	"single protein identification statistic"	"MS:1001116"	"IsA"	"protein-level identification attribute"	"MS:1001085"
"MS:1001870MS1"	"peptide sequence-level p-value"	"MS:1001870"	"1"	"Estimation of the p-value for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry)."	\N	"IsA"	"peptide sequence-level identification statistic"	"MS:1001092"	"IsA"	"peptide sequence-level identification attribute"	"MS:1001105"
"MS:1001871MS1"	"protein-level p-value"	"MS:1001871"	"1"	"Estimation of the p-value for proteins."	\N	"IsA"	"single protein identification statistic"	"MS:1001116"	"IsA"	"protein-level identification attribute"	"MS:1001085"
"MS:1001872MS1"	"peptide sequence-level e-value"	"MS:1001872"	"1"	"Estimation of the e-value for distinct peptides once redundant identifications of the same peptide have been removed (id est multiple PSMs have been collapsed to one entry)."	\N	"IsA"	"peptide sequence-level identification statistic"	"MS:1001092"	"IsA"	"peptide sequence-level identification attribute"	"MS:1001105"
"MS:1001873MS1"	"protein-level e-value"	"MS:1001873"	"1"	"Estimation of the e-value for proteins."	\N	"IsA"	"single protein identification statistic"	"MS:1001116"	"IsA"	"protein-level identification attribute"	"MS:1001085"
"MS:1001874MS1"	"FDRScore"	"MS:1001874"	"1"	"OBSOLETE A smoothing of the distribution of q-values calculated for PSMs from individual search engines, such that ordering of result quality is maintained and all FDRScore values are guaranteed to have a value > 0."	"This term was made obsolete because it was split into the more specific terms for PSM-level FDRScore (1002355), distinct peptide-level FDRScore (MS:1002360), protein-level FDRScore (MS:1002365) and protein group-level FDRScore (MS:1002374)."	"IsA"	"PSM-level search engine specific statistic"	"MS:1001143"	"IsA"	"PSM-level identification statistic"	"MS:1002347"
"MS:1001874MS1"	"FDRScore"	"MS:1001874"	"1"	"OBSOLETE A smoothing of the distribution of q-values calculated for PSMs from individual search engines, such that ordering of result quality is maintained and all FDRScore values are guaranteed to have a value > 0."	"This term was made obsolete because it was split into the more specific terms for PSM-level FDRScore (1002355), distinct peptide-level FDRScore (MS:1002360), protein-level FDRScore (MS:1002365) and protein group-level FDRScore (MS:1002374)."	"IsA"	"search engine specific score"	"MS:1001153"	"IsA"	"single identification result attribute"	"MS:1002694"
"MS:1001875MS1"	"modification motif"	"MS:1001875"	"1"	"The regular expression describing the sequence motif for a modification."	\N	"IsA"	"modification specificity rule"	"MS:1001056"	"IsA"	"modification parameters"	"MS:1001055"
"MS:1001876MS1"	"modification probability"	"MS:1001876"	"1"	"The a priori probability of a modification."	\N	"IsA"	"modification specificity rule"	"MS:1001056"	"IsA"	"modification parameters"	"MS:1001055"
"MS:1001877MS1"	"ChromaTOF HRT software"	"MS:1001877"	"1"	"Software for acquisition, processing and analysis of data for LECO instruments."	\N	"IsA"	"acquisition software"	"MS:1001455"	"IsA"	"software"	"MS:1000531"
"MS:1001877MS1"	"ChromaTOF HRT software"	"MS:1001877"	"1"	"Software for acquisition, processing and analysis of data for LECO instruments."	\N	"IsA"	"analysis software"	"MS:1001456"	"IsA"	"software"	"MS:1000531"
"MS:1001877MS1"	"ChromaTOF HRT software"	"MS:1001877"	"1"	"Software for acquisition, processing and analysis of data for LECO instruments."	\N	"IsA"	"data processing software"	"MS:1001457"	"IsA"	"software"	"MS:1000531"
