Term_PK	Term_Name	Identifier	Is_Leaf	Parent_term_type	Parent_term_name	Parent_term_ID	GrandParent_term_type	GrandParent_term_name	GrandParent_term_ID
MS:1002016MS1	spectral count protein level quantitation	MS:1002016	1	IsA	spectral counting quantitation analysis	MS:1001836	IsA	quantitation analysis summary	MS:1001833
MS:1002017MS1	spectral count proteingroup level quantitation	MS:1002017	1	IsA	spectral counting quantitation analysis	MS:1001836	IsA	quantitation analysis summary	MS:1001833
MS:1002018MS1	MS1 label-based analysis	MS:1002018	0	IsA	quantitation analysis summary	MS:1001833	IsA	quantification information	MS:1001129
MS:1002019MS1	label-free raw feature quantitation	MS:1002019	1	IsA	LC-MS label-free quantitation analysis	MS:1001834	IsA	quantitation analysis summary	MS:1001833
MS:1002020MS1	label-free peptide level quantitation	MS:1002020	1	IsA	LC-MS label-free quantitation analysis	MS:1001834	IsA	quantitation analysis summary	MS:1001833
MS:1002021MS1	label-free protein level quantitation	MS:1002021	1	IsA	LC-MS label-free quantitation analysis	MS:1001834	IsA	quantitation analysis summary	MS:1001833
MS:1002022MS1	label-free proteingroup level quantitation	MS:1002022	1	IsA	LC-MS label-free quantitation analysis	MS:1001834	IsA	quantitation analysis summary	MS:1001833
MS:1002023MS1	MS2 tag-based analysis	MS:1002023	0	IsA	quantitation analysis summary	MS:1001833	IsA	quantification information	MS:1001129
MS:1002024MS1	MS2 tag-based feature level quantitation	MS:1002024	1	IsA	MS2 tag-based analysis	MS:1002023	IsA	quantitation analysis summary	MS:1001833
MS:1002025MS1	MS2 tag-based peptide level quantitation	MS:1002025	1	IsA	MS2 tag-based analysis	MS:1002023	IsA	quantitation analysis summary	MS:1001833
MS:1002026MS1	MS2 tag-based protein level quantitation	MS:1002026	1	IsA	MS2 tag-based analysis	MS:1002023	IsA	quantitation analysis summary	MS:1001833
MS:1002027MS1	MS2 tag-based proteingroup level quantitation	MS:1002027	1	IsA	MS2 tag-based analysis	MS:1002023	IsA	quantitation analysis summary	MS:1001833
MS:1002028MS1	nucleic acid base modification	MS:1002028	1	IsA	peptide modification details	MS:1001471	PartOf	spectrum interpretation	MS:1001000
MS:1002029MS1	original nucleic acid sequence	MS:1002029	1	IsA	peptide modification details	MS:1001471	PartOf	spectrum interpretation	MS:1001000
MS:1002030MS1	modified nucleic acid sequence	MS:1002030	1	IsA	peptide modification details	MS:1001471	PartOf	spectrum interpretation	MS:1001000
MS:1002031MS1	PASSEL transition group browser URI	MS:1002031	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1002032MS1	PeptideAtlas dataset URI	MS:1002032	1	IsA	external reference identifier	MS:1000878	IsA	external reference data	MS:1002840
MS:1002033MS1	contact role	MS:1002033	0	IsA	contact attribute	MS:1000585	IsA	object attribute	MS:1000547
MS:1002033MS1	contact role	MS:1002033	0	IsA	contact attribute	MS:1000585	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1002034MS1	first author	MS:1002034	1	IsA	contact role	MS:1002033	IsA	contact attribute	MS:1000585
MS:1002035MS1	senior author	MS:1002035	1	IsA	contact role	MS:1002033	IsA	contact attribute	MS:1000585
MS:1002036MS1	co-author	MS:1002036	1	IsA	contact role	MS:1002033	IsA	contact attribute	MS:1000585
MS:1002037MS1	dataset submitter	MS:1002037	1	IsA	contact role	MS:1002033	IsA	contact attribute	MS:1000585
MS:1002038MS1	label free sample	MS:1002038	1	IsA	sample attribute	MS:1000548	IsA	object attribute	MS:1000547
MS:1002038MS1	label free sample	MS:1002038	1	IsA	sample attribute	MS:1000548	PartOf	sample	MS:1000457
MS:1002039MS1	inlet attribute	MS:1002039	0	IsA	object attribute	MS:1000547	PartOf	spectrum generation information	MS:1001458
MS:1002039MS1	inlet attribute	MS:1002039	0	PartOf	source	MS:1000458	PartOf	instrument	MS:1000463
MS:1002040MS1	inlet temperature	MS:1002040	1	IsA	source attribute	MS:1000482	PartOf	source	MS:1000458
MS:1002040MS1	inlet temperature	MS:1002040	1	IsA	inlet attribute	MS:1002039	IsA	object attribute	MS:1000547
MS:1002040MS1	inlet temperature	MS:1002040	1	IsA	inlet attribute	MS:1002039	PartOf	source	MS:1000458
MS:1002040MS1	inlet temperature	MS:1002040	1	HasUnits	kelvin	UO:0000012	IsA	UO:0000005	UO:0000005
MS:1002040MS1	inlet temperature	MS:1002040	1	HasUnits	kelvin	UO:0000012	IsA	UO:0000045	UO:0000045
MS:1002040MS1	inlet temperature	MS:1002040	1	HasUnits	degree Celsius	UO:0000027	IsA	UO:0000005	UO:0000005
MS:1002041MS1	source temperature	MS:1002041	1	IsA	source attribute	MS:1000482	PartOf	source	MS:1000458
MS:1002041MS1	source temperature	MS:1002041	1	HasUnits	kelvin	UO:0000012	IsA	UO:0000005	UO:0000005
MS:1002041MS1	source temperature	MS:1002041	1	HasUnits	kelvin	UO:0000012	IsA	UO:0000045	UO:0000045
MS:1002041MS1	source temperature	MS:1002041	1	HasUnits	degree Celsius	UO:0000027	IsA	UO:0000005	UO:0000005
MS:1002042MS1	modulation time	MS:1002042	1	IsA	run attribute	MS:1000857	IsA	object attribute	MS:1000547
MS:1002042MS1	modulation time	MS:1002042	1	HasUnits	second	UO:0000010	IsA	UO:0000003	UO:0000003
MS:1002042MS1	modulation time	MS:1002042	1	HasUnits	second	UO:0000010	IsA	UO:0000045	UO:0000045
MS:1002042MS1	modulation time	MS:1002042	1	HasUnits	minute	UO:0000031	IsA	UO:0000003	UO:0000003
MS:1002043MS1	ProteinProspector	MS:1002043	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1002044MS1	ProteinProspector:score	MS:1002044	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002045MS1	ProteinProspector:expectation value	MS:1002045	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002046MS1	native source path	MS:1002046	1	IsA	spectrum generation information	MS:1001458	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1002047MS1	MS-GF	MS:1002047	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1002048MS1	MS-GF+	MS:1002048	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1002049MS1	MS-GF:RawScore	MS:1002049	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002050MS1	MS-GF:DeNovoScore	MS:1002050	1	IsA	search engine specific score for proteins	MS:1002363	IsA	single protein identification statistic	MS:1001116
MS:1002051MS1	MS-GF:Energy	MS:1002051	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002052MS1	MS-GF:SpecEValue	MS:1002052	1	IsA	PSM-level e-value	MS:1002353	IsA	PSM-level identification statistic	MS:1002347
MS:1002052MS1	MS-GF:SpecEValue	MS:1002052	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002053MS1	MS-GF:EValue	MS:1002053	1	IsA	PSM-level e-value	MS:1002353	IsA	PSM-level identification statistic	MS:1002347
MS:1002053MS1	MS-GF:EValue	MS:1002053	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002054MS1	MS-GF:QValue	MS:1002054	1	IsA	PSM-level q-value	MS:1002354	IsA	PSM-level identification statistic	MS:1002347
MS:1002054MS1	MS-GF:QValue	MS:1002054	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002055MS1	MS-GF:PepQValue	MS:1002055	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002056MS1	MS-GF:PEP	MS:1002056	1	IsA	PSM-level search engine specific statistic	MS:1001143	IsA	PSM-level identification statistic	MS:1002347
MS:1002057MS1	modification specificity protein N-term	MS:1002057	1	IsA	modification specificity rule	MS:1001056	IsA	modification parameters	MS:1001055
MS:1002058MS1	modification specificity protein C-term	MS:1002058	1	IsA	modification specificity rule	MS:1001056	IsA	modification parameters	MS:1001055
MS:1002059MS1	Microsoft Excel	MS:1002059	1	IsA	quantitation software name	MS:1001139	IsA	software	MS:1000531
MS:1002059MS1	Microsoft Excel	MS:1002059	1	IsA	quantitation software name	MS:1001139	IsA	quantification information	MS:1001129
MS:1002060MS1	database UniProtKB/TrEMBL	MS:1002060	1	IsA	database UniProtKB	MS:1002126	IsA	database name	MS:1001013
MS:1002061MS1	decoy DB from UniProtKB/TrEMBL	MS:1002061	1						
MS:1002062MS1	metabolic labelling: natural N (mainly 14N)	MS:1002062	1	IsA	modification parameters	MS:1001055	PartOf	spectrum interpretation	MS:1001000
MS:1002063MS1	FindPairs	MS:1002063	1	IsA	quantitation software name	MS:1001139	IsA	software	MS:1000531
MS:1002063MS1	FindPairs	MS:1002063	1	IsA	quantitation software name	MS:1001139	IsA	quantification information	MS:1001129
MS:1002064MS1	peptide consensus RT	MS:1002064	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1002065MS1	peptide consensus m/z	MS:1002065	1	IsA	peptide-level quantification datatype	MS:1002737	IsA	quantification datatype	MS:1001805
MS:1002066MS1	ratio calculation method	MS:1002066	0	IsA	quantification datatype	MS:1001805	IsA	quantification information	MS:1001129
MS:1002067MS1	protein value: median of peptide ratios	MS:1002067	1	IsA	protein-level quantification datatype	MS:1002738	IsA	quantification datatype	MS:1001805
MS:1002068MS1	metabolic labelling: heavy N (mainly 15N)	MS:1002068	1	IsA	modification parameters	MS:1001055	PartOf	spectrum interpretation	MS:1001000
MS:1002069MS1	metabolic labelling purity	MS:1002069	1	IsA	modification parameters	MS:1001055	PartOf	spectrum interpretation	MS:1001000
MS:1002070MS1	t-test	MS:1002070	1	IsA	quantification data processing	MS:1001861	PartOf	spectrum interpretation	MS:1001000
MS:1002071MS1	ANOVA-test	MS:1002071	1	IsA	quantification data processing	MS:1001861	PartOf	spectrum interpretation	MS:1001000
MS:1002072MS1	p-value	MS:1002072	0	IsA	quantification datatype	MS:1001805	IsA	quantification information	MS:1001129
MS:1002073MS1	mzIdentML format	MS:1002073	0	IsA	intermediate analysis format	MS:1001040	IsA	file format	MS:1001459
MS:1002074MS1	quantification file format	MS:1002074	0	IsA	file format	MS:1001459	PartOf	Proteomics Standards Initiative Mass Spectrometry Vocabularies	MS:0000000
MS:1002075MS1	mzQuantML format	MS:1002075	1	IsA	quantification file format	MS:1002074	IsA	file format	MS:1001459
MS:1002076MS1	PAnalyzer	MS:1002076	1	IsA	analysis software	MS:1001456	IsA	software	MS:1000531
MS:1002077MS1	impact	MS:1002077	1	IsA	Bruker Daltonics micrOTOF series	MS:1001536	IsA	Bruker Daltonics instrument model	MS:1000122
MS:1002078MS1	ProteomeDiscoverer:1. Static Modification	MS:1002078	1	IsA	ProteomeDiscoverer input parameter	MS:1002101	IsA	search engine specific input parameter	MS:1001302
MS:1002079MS1	ProteomeDiscoverer:2. Static Modification	MS:1002079	1	IsA	ProteomeDiscoverer input parameter	MS:1002101	IsA	search engine specific input parameter	MS:1001302
MS:1002080MS1	ProteomeDiscoverer:Spectrum Selector:Precursor Clipping Range Before	MS:1002080	1	IsA	ProteomeDiscoverer input parameter	MS:1002101	IsA	search engine specific input parameter	MS:1001302
MS:1002080MS1	ProteomeDiscoverer:Spectrum Selector:Precursor Clipping Range Before	MS:1002080	1	HasUnits	dalton	UO:0000221	IsA	UO:0000002	UO:0000002
MS:1002081MS1	ProteomeDiscoverer:Spectrum Selector:Precursor Clipping Range After	MS:1002081	1	IsA	ProteomeDiscoverer input parameter	MS:1002101	IsA	search engine specific input parameter	MS:1001302
MS:1002081MS1	ProteomeDiscoverer:Spectrum Selector:Precursor Clipping Range After	MS:1002081	1	HasUnits	dalton	UO:0000221	IsA	UO:0000002	UO:0000002
MS:1002082MS1	first column elution time	MS:1002082	1	IsA	scan attribute	MS:1000503	IsA	object attribute	MS:1000547
MS:1002082MS1	first column elution time	MS:1002082	1	IsA	scan attribute	MS:1000503	PartOf	scan	MS:1000441
MS:1002082MS1	first column elution time	MS:1002082	1	HasUnits	second	UO:0000010	IsA	UO:0000003	UO:0000003
MS:1002082MS1	first column elution time	MS:1002082	1	HasUnits	second	UO:0000010	IsA	UO:0000045	UO:0000045
MS:1002082MS1	first column elution time	MS:1002082	1	HasUnits	minute	UO:0000031	IsA	UO:0000003	UO:0000003
MS:1002083MS1	second column elution time	MS:1002083	1	IsA	scan attribute	MS:1000503	IsA	object attribute	MS:1000547
MS:1002083MS1	second column elution time	MS:1002083	1	IsA	scan attribute	MS:1000503	PartOf	scan	MS:1000441
MS:1002083MS1	second column elution time	MS:1002083	1	HasUnits	second	UO:0000010	IsA	UO:0000003	UO:0000003
MS:1002083MS1	second column elution time	MS:1002083	1	HasUnits	second	UO:0000010	IsA	UO:0000045	UO:0000045
MS:1002083MS1	second column elution time	MS:1002083	1	HasUnits	minute	UO:0000031	IsA	UO:0000003	UO:0000003
MS:1002084MS1	multidimensional chromatography modulation description	MS:1002084	0	IsA	run attribute	MS:1000857	IsA	object attribute	MS:1000547
MS:1002085MS1	two-dimensional gas chromatography with fixed modulation time	MS:1002085	1	IsA	multidimensional chromatography modulation description	MS:1002084	IsA	run attribute	MS:1000857
MS:1002086MS1	two-dimensional gas chromatography with discrete modulation time steps	MS:1002086	1	IsA	multidimensional chromatography modulation description	MS:1002084	IsA	run attribute	MS:1000857
MS:1002087MS1	two-dimensional liquid chromatography with fixed modulation time	MS:1002087	1	IsA	multidimensional chromatography modulation description	MS:1002084	IsA	run attribute	MS:1000857
MS:1002088MS1	two-dimensional liquid chromatography with discrete modulation time steps	MS:1002088	1	IsA	multidimensional chromatography modulation description	MS:1002084	IsA	run attribute	MS:1000857
MS:1002089MS1	ProteomeDiscoverer:Peptide Without Protein XCorr Threshold	MS:1002089	1	IsA	ProteomeDiscoverer input parameter	MS:1002101	IsA	search engine specific input parameter	MS:1001302
MS:1002090MS1	Calculate Probability Scores	MS:1002090	1	IsA	common search engine input parameter	MS:1002094	IsA	search engine input parameter	MS:1002093
MS:1002091MS1	ProteomeDiscoverer:Maximum Delta Cn	MS:1002091	1	IsA	ProteomeDiscoverer input parameter	MS:1002101	IsA	search engine specific input parameter	MS:1001302
MS:1002092MS1	Percolator:Validation based on	MS:1002092	1	IsA	Percolator input parameter	MS:1002107	IsA	software specific input parameter	MS:1002105
MS:1002093MS1	search engine input parameter	MS:1002093	0	IsA	search input details	MS:1001249	PartOf	spectrum interpretation	MS:1001000
MS:1002094MS1	common search engine input parameter	MS:1002094	0	IsA	search engine input parameter	MS:1002093	IsA	search input details	MS:1001249
MS:1002095MS1	Mascot input parameter	MS:1002095	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002096MS1	SEQUEST input parameter	MS:1002096	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002097MS1	Phenyx input parameter	MS:1002097	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002098MS1	ProteinExtractor input parameter	MS:1002098	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002099MS1	OMSSA input parameter	MS:1002099	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002100MS1	ProteinScape input parameter	MS:1002100	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002101MS1	ProteomeDiscoverer input parameter	MS:1002101	0	IsA	search engine specific input parameter	MS:1001302	IsA	search engine input parameter	MS:1002093
MS:1002103MS1	software input parameter	MS:1002103	0	IsA	search input details	MS:1001249	PartOf	spectrum interpretation	MS:1001000
MS:1002104MS1	common software input parameter	MS:1002104	1	IsA	software input parameter	MS:1002103	IsA	search input details	MS:1001249
MS:1002105MS1	software specific input parameter	MS:1002105	0	IsA	software input parameter	MS:1002103	IsA	search input details	MS:1001249
MS:1002106MS1	Scaffold input parameter	MS:1002106	0	IsA	software specific input parameter	MS:1002105	IsA	software input parameter	MS:1002103
MS:1002107MS1	Percolator input parameter	MS:1002107	0	IsA	software specific input parameter	MS:1002105	IsA	software input parameter	MS:1002103
MS:1002108MS1	higher score better	MS:1002108	1	PartOf	search engine specific score	MS:1001153	IsA	single identification result attribute	MS:1002694
MS:1002109MS1	lower score better	MS:1002109	1	PartOf	search engine specific score	MS:1001153	IsA	single identification result attribute	MS:1002694
MS:1002110MS1	assay attribute	MS:1002110	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002111MS1	assay label attribute	MS:1002111	0	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002112MS1	protein group list attribute	MS:1002112	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002113MS1	protein group attribute	MS:1002113	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002114MS1	protein list attribute	MS:1002114	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002115MS1	peptide consensus list attribute	MS:1002115	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002116MS1	peptide consensus attribute	MS:1002116	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002117MS1	small molecule list attribute	MS:1002117	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
MS:1002118MS1	small molecule attribute	MS:1002118	1	IsA	quantification object attribute	MS:1001806	IsA	quantification information	MS:1001129
