..\docs\psi-ms_3.84.0.obo /StripQuotes /NoP /NoObsolete

Term_PK	Term_Name	Identifier	Is_Leaf	Definition
MS:1001689MS1	ProteomeDiscoverer:SEQUEST:Weight of b Ions	MS:1001689	1	Uses b ions for spectrum matching with this relative factor.
MS:1001690MS1	ProteomeDiscoverer:SEQUEST:Weight of c Ions	MS:1001690	1	Uses c ions for spectrum matching with this relative factor.
MS:1001691MS1	ProteomeDiscoverer:SEQUEST:Weight of d Ions	MS:1001691	1	Uses c ions for spectrum matching with this relative factor.
MS:1001692MS1	ProteomeDiscoverer:SEQUEST:Weight of v Ions	MS:1001692	1	Uses c ions for spectrum matching with this relative factor.
MS:1001693MS1	ProteomeDiscoverer:SEQUEST:Weight of w Ions	MS:1001693	1	Uses c ions for spectrum matching with this relative factor.
MS:1001694MS1	ProteomeDiscoverer:SEQUEST:Weight of x Ions	MS:1001694	1	Uses x ions for spectrum matching with this relative factor.
MS:1001695MS1	ProteomeDiscoverer:SEQUEST:Weight of y Ions	MS:1001695	1	Uses y ions for spectrum matching with this relative factor.
MS:1001696MS1	ProteomeDiscoverer:SEQUEST:Weight of z Ions	MS:1001696	1	Uses z ions for spectrum matching with this relative factor.
MS:1001697MS1	ProteomeDiscoverer:ZCore:Protein Score Cutoff	MS:1001697	1	Sets a minimum protein score that each protein must exceed in order to be reported.
MS:1001698MS1	ProteomeDiscoverer:Reporter Ions Quantizer:Integration Method	MS:1001698	1	Specifies which peak to select if more than one peak is found inside the integration window.
MS:1001699MS1	ProteomeDiscoverer:Reporter Ions Quantizer:Integration Window Tolerance	MS:1001699	1	Specifies the mass-to-charge window that enables one to look for the reporter peaks.
MS:1001700MS1	ProteomeDiscoverer:Reporter Ions Quantizer:Quantitation Method	MS:1001700	1	Quantitation method for isobarically labeled quantitation.
MS:1001702MS1	ProteomeDiscoverer:Spectrum Exporter:File name	MS:1001702	1	Name of the output file that contains the exported data.
MS:1001703MS1	ProteomeDiscoverer:Search Modifications Only For Identified Proteins	MS:1001703	1	Influences the modifications search.
MS:1001704MS1	ProteomeDiscoverer:SEQUEST:Std High Confidence XCorr Charge1	MS:1001704	1	Standard high confidence XCorr parameter for charge = 1.
MS:1001705MS1	ProteomeDiscoverer:SEQUEST:Std High Confidence XCorr Charge2	MS:1001705	1	Standard high confidence XCorr parameter for charge = 2.
MS:1001706MS1	ProteomeDiscoverer:SEQUEST:Std High Confidence XCorr Charge3	MS:1001706	1	Standard high confidence XCorr parameter for charge = 3.
MS:1001707MS1	ProteomeDiscoverer:SEQUEST:Std High Confidence XCorr Charge4	MS:1001707	1	Standard high confidence XCorr parameter for charge >= 4.
MS:1001708MS1	ProteomeDiscoverer:SEQUEST:Std Medium Confidence XCorr Charge1	MS:1001708	1	Standard medium confidence XCorr parameter for charge = 1.
MS:1001709MS1	ProteomeDiscoverer:SEQUEST:Std Medium Confidence XCorr Charge2	MS:1001709	1	Standard medium confidence XCorr parameter for charge = 2.
MS:1001710MS1	ProteomeDiscoverer:SEQUEST:Std Medium Confidence XCorr Charge3	MS:1001710	1	Standard medium confidence XCorr parameter for charge = 3.
MS:1001711MS1	ProteomeDiscoverer:SEQUEST:Std Medium Confidence XCorr Charge4	MS:1001711	1	Standard medium confidence XCorr parameter for charge >= 4.
MS:1001712MS1	ProteomeDiscoverer:SEQUEST:FT High Confidence XCorr Charge1	MS:1001712	1	FT high confidence XCorr parameter for charge = 1.
MS:1001713MS1	ProteomeDiscoverer:SEQUEST:FT High Confidence XCorr Charge2	MS:1001713	1	FT high confidence XCorr parameter for charge = 2.
MS:1001714MS1	ProteomeDiscoverer:SEQUEST:FT High Confidence XCorr Charge3	MS:1001714	1	FT high confidence XCorr parameter for charge = 3.
MS:1001715MS1	ProteomeDiscoverer:SEQUEST:FT High Confidence XCorr Charge4	MS:1001715	1	FT high confidence XCorr parameter for charge >= 4.
MS:1001716MS1	ProteomeDiscoverer:SEQUEST:FT Medium Confidence XCorr Charge1	MS:1001716	1	FT medium confidence XCorr parameter for charge = 1.
MS:1001717MS1	ProteomeDiscoverer:SEQUEST:FT Medium Confidence XCorr Charge2	MS:1001717	1	FT medium confidence XCorr parameter for charge = 2.
MS:1001718MS1	ProteomeDiscoverer:SEQUEST:FT Medium Confidence XCorr Charge3	MS:1001718	1	FT medium confidence XCorr parameter for charge = 3.
MS:1001719MS1	ProteomeDiscoverer:SEQUEST:FT Medium Confidence XCorr Charge4	MS:1001719	1	FT medium confidence XCorr parameter for charge >= 4.
MS:1001724MS1	ProteomeDiscoverer:Static Modification for X	MS:1001724	1	Static Modification for X.
MS:1001725MS1	ProteomeDiscoverer:Initial minimal peptide probability	MS:1001725	1	Minimal initial peptide probability to contribute to analysis.
MS:1001726MS1	ProteomeDiscoverer:Minimal peptide probability	MS:1001726	1	Minimum adjusted peptide probability contributing to protein probability.
MS:1001727MS1	ProteomeDiscoverer:Minimal peptide weight	MS:1001727	1	Minimum peptide weight contributing to protein probability.
MS:1001728MS1	ProteomeDiscoverer:Number of input1 spectra	MS:1001728	1	Number of spectra from 1+ precursor ions.
MS:1001729MS1	ProteomeDiscoverer:Number of input2 spectra	MS:1001729	1	Number of spectra from 2+ precursor ions.
MS:1001730MS1	ProteomeDiscoverer:Number of input3 spectra	MS:1001730	1	Number of spectra from 3+ precursor ions.
MS:1001731MS1	ProteomeDiscoverer:Number of input4 spectra	MS:1001731	1	Number of spectra from 4+ precursor ions.
MS:1001732MS1	ProteomeDiscoverer:Number of input5 spectra	MS:1001732	1	Number of spectra from 5+ precursor ions.
MS:1001733MS1	ProteomeDiscoverer:Number of predicted correct proteins	MS:1001733	1	Total number of predicted correct protein ids (sum of probabilities).
MS:1001736MS1	ProteomeDiscoverer:Residue substitution list	MS:1001736	1	Residues considered equivalent when comparing peptides.
MS:1001740MS1	ProteomeDiscoverer:WinCyg reference database	MS:1001740	1	Windows full path for database.
MS:1001741MS1	ProteomeDiscoverer:WinCyg source files	MS:1001741	1	Windows pepXML file names.
MS:1001742MS1	LTQ Orbitrap Velos	MS:1001742	1	Finnigan LTQ Orbitrap Velos MS.
MS:1001743MS1	ProteomeDiscoverer:Mascot:Weight of A Ions	MS:1001743	1	Determines if to use A ions for spectrum matching.
MS:1001744MS1	ProteomeDiscoverer:Mascot:Weight of B Ions	MS:1001744	1	Determines if to use B ions for spectrum matching.
MS:1001745MS1	ProteomeDiscoverer:Mascot:Weight of C Ions	MS:1001745	1	Determines if to use C ions for spectrum matching.
MS:1001746MS1	ProteomeDiscoverer:Mascot:Weight of D Ions	MS:1001746	1	Determines if to use D ions for spectrum matching.
MS:1001747MS1	ProteomeDiscoverer:Mascot:Weight of V Ions	MS:1001747	1	Determines if to use V ions for spectrum matching.
MS:1001748MS1	ProteomeDiscoverer:Mascot:Weight of W Ions	MS:1001748	1	Determines if to use W ions for spectrum matching.
MS:1001749MS1	ProteomeDiscoverer:Mascot:Weight of X Ions	MS:1001749	1	Determines if to use X ions for spectrum matching.
MS:1001750MS1	ProteomeDiscoverer:Mascot:Weight of Y Ions	MS:1001750	1	Determines if to use Y ions for spectrum matching.
MS:1001751MS1	ProteomeDiscoverer:Mascot:Weight of Z Ions	MS:1001751	1	Determines if to use z ions for spectrum matching.
MS:1001752MS1	ProteomeDiscoverer:Spectrum Selector:Use New Precursor Reevaluation	MS:1001752	1	Determines if to use precursor reevaluation.
MS:1001753MS1	ProteomeDiscoverer:Spectrum Selector:SN Threshold FTonly	MS:1001753	1	Signal-to-Noise ratio below which peaks are removed (in FT mode only).
MS:1001754MS1	ProteomeDiscoverer:Mascot:Please Do not Touch this	MS:1001754	1	Unknown Mascot parameter which ProteomeDiscoverer uses for mascot searches.
MS:1001755MS1	contact phone number	MS:1001755	1	Phone number of the contact person or organization.
MS:1001756MS1	contact fax number	MS:1001756	1	Fax number for the contact person or organization.
MS:1001757MS1	contact toll-free phone number	MS:1001757	1	Toll-free phone number of the contact person or organization.
MS:1001758MS1	Mascot:SigThresholdType	MS:1001758	1	Significance threshold type used in Mascot reporting (either 'identity' or 'homology').
MS:1001759MS1	Mascot:ProteinGrouping	MS:1001759	1	Strategy used by Mascot to group proteins with same peptide matches (one of 'none', 'Occam's razor' or 'family clustering').
MS:1001760MS1	Percolator:features	MS:1001760	1	List of Percolator features that were used in processing the peptide matches. Typical Percolator features are 'retentionTime', 'dM', 'mScore', 'lgDScore', 'mrCalc', 'charge' and 'dMppm'.
MS:1001761MS1	ACQUITY UPLC	MS:1001761	1	Waters LC-system ACQUITY UPLC.
MS:1001762MS1	ACQUITY UPLC H-Class	MS:1001762	1	Waters LC-system ACQUITY UPLC H-Class.
MS:1001763MS1	ACQUITY UPLC H-Class Bio	MS:1001763	1	Waters LC-system ACQUITY UPLC H-Class Bio.
MS:1001764MS1	ACQUITY UPLC I-Class	MS:1001764	1	Waters LC-system ACQUITY UPLC I-Class.
MS:1001765MS1	ACQUITY UPLC Systems with 2D Technology	MS:1001765	1	Waters LC-system ACQUITY UPLC Systems with 2D Technology.
MS:1001766MS1	nanoACQUITY UPLC	MS:1001766	1	Waters LC-system nanoACQUITY UPLC.
MS:1001767MS1	nanoACQUITY UPLC System with Technology	MS:1001767	1	Waters LC-system nanoACQUITY UPLC System with Technology.
MS:1001768MS1	nanoACQUITY UPLC with HDX Technology	MS:1001768	1	Waters LC-system nanoACQUITY UPLC with HDX Technology.
MS:1001769MS1	TRIZAIC UPLC nanoTile	MS:1001769	1	Waters LC-system TRIZAIC UPLC nanoTile.
MS:1001770MS1	GCT Premier	MS:1001770	1	Waters oa-ToF based GCT Premier.
MS:1001771MS1	MALDI Synapt G2 HDMS	MS:1001771	1	Waters oa-ToF based MALDI Synapt G2 HDMS.
MS:1001772MS1	MALDI Synapt G2 MS	MS:1001772	1	Waters oa-ToF based MALDI Synapt G2 MS.
MS:1001773MS1	MALDI Synapt G2-S HDMS	MS:1001773	1	Waters oa-ToF based MALDI Synapt G2 MS.
MS:1001774MS1	MALDI Synapt G2-S MS	MS:1001774	1	Waters oa-ToF based MALDI Synapt G2-S MS.
MS:1001775MS1	MALDI Synapt HDMS	MS:1001775	1	Waters oa-ToF based MALDI Synapt HDMS.
MS:1001776MS1	MALDI Synapt MS	MS:1001776	1	Waters oa-ToF based MALDI Synapt MS.
MS:1001777MS1	Synapt G2 HDMS	MS:1001777	1	Waters oa-ToF based Synapt G2 HDMS.
MS:1001778MS1	Synapt G2 MS	MS:1001778	1	Waters oa-ToF based Synapt G2 MS.
MS:1001779MS1	Synapt G2-S HDMS	MS:1001779	1	Waters oa-ToF based Synapt G2-S HDMS.
MS:1001780MS1	Synapt G2-S MS	MS:1001780	1	Waters oa-ToF based Synapt G2-S MS.
MS:1001781MS1	Synapt HDMS	MS:1001781	1	Waters oa-ToF based Synapt HDMS.
MS:1001782MS1	Synapt MS	MS:1001782	1	Waters oa-ToF based Synapt MS.
MS:1001783MS1	Xevo G2 Q-Tof	MS:1001783	1	Waters oa-ToF based Xevo G2 Q-Tof.
MS:1001784MS1	Xevo G2 Tof	MS:1001784	1	Waters oa-ToF based Xevo G2 Tof.
MS:1001785MS1	Xevo Q-Tof	MS:1001785	1	Waters oa-ToF based Xevo Q-Tof.
MS:1001786MS1	3100	MS:1001786	1	Waters quadrupole based 3100.
MS:1001787MS1	Acquity SQD	MS:1001787	1	Waters quadrupole based Acquity SQD.
MS:1001788MS1	Acquity TQD	MS:1001788	1	Waters quadrupole based Acquity TQD.
MS:1001789MS1	Quattro micro GC	MS:1001789	1	Waters quadrupole based Quattro micro GC.
MS:1001790MS1	Xevo TQ MS	MS:1001790	1	Waters quadrupole based Xevo TQ MS.
MS:1001791MS1	Xevo TQD	MS:1001791	1	Waters quadrupole based Xevo TQD.
MS:1001792MS1	Xevo TQ-S	MS:1001792	1	Waters quadrupole based Xevo TQ-S.
MS:1001793MS1	Mascot:PreferredTaxonomy	MS:1001793	1	NCBI TaxID taxonomy ID to prefer when two or more proteins match the same set of peptides or when protein entry in database represents multiple sequences.
MS:1001795MS1	Empower	MS:1001795	1	Waters Empower software for liquid chromatography and mass spectrometry acquisition.
MS:1001796MS1	Unify	MS:1001796	1	Waters Unify software for liquid chromatography and mass spectrometry acquisition.
MS:1001798MS1	LECO software	MS:1001798	0	LECO software for data acquisition and analysis.
MS:1001799MS1	ChromaTOF software	MS:1001799	1	Software for acquisition, processing and analysis of data for LECO instruments.
MS:1001800MS1	LECO instrument model	MS:1001800	0	LECO instrument model.
MS:1001801MS1	Pegasus HRT	MS:1001801	1	LECO high resolution time-of-flight GC mass spectrometer.
MS:1001802MS1	Citius HRT	MS:1001802	1	LECO high resolution time-of-flight LC mass spectrometer.
MS:1001803MS1	Pegasus	MS:1001803	1	LECO GC time-of-flight mass spectrometer.
MS:1001804MS1	TruTOF	MS:1001804	1	LECO bench-top GC time-of-flight mass spectrometer.
MS:1001805MS1	quantification datatype	MS:1001805	0	The data type of the value reported in a QuantLayer for a feature, peptide, protein, protein group.
MS:1001806MS1	quantification object attribute	MS:1001806	0	Attributes describing the details of an object relevant for reporting quantification workflows or values.
MS:1001807MS1	study variable attribute	MS:1001807	0	Attribute describing a study variable.
MS:1001808MS1	technical replicate	MS:1001808	1	The study variable is 'technical replicate'. The string value denotes the category of technical replicate, e.g. 'run generated from same sample'.
MS:1001809MS1	biological replicate	MS:1001809	1	The study variable is 'biological replicate'. This means, the run was generated from another individual or sample.
MS:1001810MS1	experimental condition 'case'	MS:1001810	1	The experimental condition is 'case' in contrast to 'control'.
MS:1001811MS1	experimental condition 'control'	MS:1001811	1	The experimental condition is 'control' in contrast to 'case'.
MS:1001812MS1	experimental condition 'disease'	MS:1001812	1	The experimental condition is 'disease' in contrast to 'healthy'.
MS:1001813MS1	experimental condition 'healthy'	MS:1001813	1	The experimental condition is 'healthy' in contrast to 'disease'.
MS:1001814MS1	generic experimental condition	MS:1001814	1	The experimental condition is given in the value of this term.
MS:1001815MS1	time series, time point X	MS:1001815	1	The experimental design followed a time series design. The time point of this run is given in the value of this term.
MS:1001816MS1	dilution series, concentration X	MS:1001816	1	The experimental design followed a dilution series design. The concentration of this run is given in the value of this term.
MS:1001817MS1	raw file attribute	MS:1001817	0	Attribute describing a raw file.
MS:1001818MS1	one sample run	MS:1001818	1	The raw file contains the run of one sample (e.g. spectral counting, LC-MS label-free).
MS:1001819MS1	two sample run	MS:1001819	1	The raw file contains the run of two samples (e.g. SILAC, metabolic labelling).
MS:1001820MS1	three sample run	MS:1001820	1	The raw file contains the run of three samples (e.g. 3-plex SILAC).
MS:1001821MS1	four sample run	MS:1001821	1	The raw file contains the run of four samples (e.g. 4-plex iTraq).
MS:1001822MS1	eight sample run	MS:1001822	1	The raw file contains the run of eight samples (e.g. 8-plex iTraq).
MS:1001823MS1	raw files group attribute	MS:1001823	0	Attribute describing, how raw files build a raw file group.
MS:1001824MS1	merge of runs of 1D gel bands	MS:1001824	1	Attribute describing, how raw files build a raw file group.
MS:1001825MS1	feature list attribute	MS:1001825	0	Attribute describing a feature list.
MS:1001826MS1	mass trace reporting: rectangles	MS:1001826	1	The mass trace of the features of this feature list specifies rectangles. Each mass trace has the syntax (RT_start,MZ_start,RT_end,MZ_end), i.e. opposite corners are given.
